time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%)
26-07-2019,30,25.6,26.9,19.3,97
27-07-2019,30.2,25.3,6,18.2,96
28-07-2019,31.9,25.6,7.3,18.5,96
29-07-2019,33.1,26.2,1.3,19.6,93
30-07-2019,32.2,26.3,0.8,18.1,89
31-07-2019,31.9,27.1,0.5,14.3,87
01-08-2019,32.3,26.9,2.1,13.6,91
02-08-2019,31.6,26.2,12.9,10.5,96
03-08-2019,30.9,26.5,6.8,12.8,98
04-08-2019,32.7,26.3,4.2,7.3,98
05-08-2019,33,26.6,18.5,9.7,96
06-08-2019,31.1,26.1,20.7,12.4,99
07-08-2019,31,25.8,7,12.4,97
08-08-2019,33.9,27.3,0.5,14.4,94
09-08-2019,31.5,27.7,0.8,28.5,82
10-08-2019,32.3,26.1,1.7,24.5,92
11-08-2019,32.9,26.5,0.3,11.3,90
12-08-2019,32.3,27,7.6,13.3,89
13-08-2019,33.3,27,20.1,19.2,98
14-08-2019,31.7,25.6,2.8,8.6,99
15-08-2019,32,27.1,11.2,22,93
16-08-2019,31,26.2,9.4,23.6,92
17-08-2019,27.8,25.4,8.4,28.3,95
18-08-2019,30.8,24.5,31,15.8,98
19-08-2019,31.8,24.3,1.3,8.9,97
20-08-2019,32.8,25.3,0.8,16.6,98
21-08-2019,34,24.7,0,15.8,95
22-08-2019,32.2,25.6,0.8,9.7,97
23-08-2019,33,25.7,4,5.5,97
24-08-2019,33.7,26.3,3.9,14,95
25-08-2019,30.5,26.2,12.9,13,95
26-08-2019,32.4,25.7,0.6,17,97
27-08-2019,33.5,26.2,0.1,9.7,97
28-08-2019,34.1,27,0.4,12.9,91
29-08-2019,33.7,27.4,1,12.7,92
30-08-2019,33.6,26.6,0.9,9.8,99
31-08-2019,33.1,26.9,6.4,10.7,96
01-09-2019,31.7,26.5,4.7,13.8,97
02-09-2019,33.3,25.9,1.3,9.4,99
03-09-2019,33.6,26.8,5.5,10.4,96
04-09-2019,32.3,25.6,7.8,12.6,96
05-09-2019,32.7,26.7,0.6,11.9,96
06-09-2019,33,27,0.4,12.1,95
07-09-2019,32.1,26.6,2.1,13.7,96
08-09-2019,33.3,26.2,0.2,12.6,99
09-09-2019,34.3,25.8,0.1,9,98
10-09-2019,35.3,26.7,0,9.4,96
11-09-2019,35.8,26.6,0.4,10.2,95
12-09-2019,33.9,27.6,0.6,18.4,91
13-09-2019,33.7,26.5,0.6,16.1,97
14-09-2019,32.3,26.1,0.7,15.9,90
15-09-2019,31.7,25.6,5.2,12.3,96
16-09-2019,33.4,25.3,0.4,10.4,99
17-09-2019,32.2,26.1,2,13,92
18-09-2019,32,26,3,19.3,96
19-09-2019,30.4,24.8,1,16.6,93
20-09-2019,31,23.2,7.7,15.9,98
21-09-2019,31.7,24.7,0.7,11.9,98
22-09-2019,30,25.2,13.9,15.9,96
23-09-2019,31.2,23.6,2,12.8,98
24-09-2019,31.7,23.5,2.9,17.8,98
25-09-2019,31.2,24.2,3.6,19.2,95
26-09-2019,30.6,25.2,1.9,20.2,91
27-09-2019,30.4,24.4,0.5,19.5,90
28-09-2019,29.4,22.9,4.6,22.3,97
29-09-2019,27.4,23.2,2,14.7,93
30-09-2019,29.8,22.7,6,11.4,94
01-10-2019,28.8,22.4,4.5,12.6,97
02-10-2019,31,22.3,0.2,7.9,99
03-10-2019,32.5,23,0,11.5,98
04-10-2019,29.8,23.2,4.9,17.3,90
05-10-2019,32,22,0,16.7,85
06-10-2019,32.3,21.2,0,13.2,89
07-10-2019,31.6,22.2,0,17.4,83
08-10-2019,31.8,21.1,0,9.8,79
09-10-2019,30.1,20.4,0,9.6,84
10-10-2019,31.1,20.8,0,9.7,89
11-10-2019,32.2,20.6,0,10.7,82
12-10-2019,33.3,22.2,0,10.7,82
13-10-2019,33.5,23,0,13.7,70
